source_file,scene_id,label
antichrist__2009__-_full_transcript_txt.json,1,neutral
antichrist__2009__-_full_transcript_txt.json,11,neutral
antichrist__2009__-_full_transcript_txt.json,13,confusion
antichrist__2009__-_full_transcript_txt.json,14,caring
antichrist__2009__-_full_transcript_txt.json,16,sadness
antichrist__2009__-_full_transcript_txt.json,18,caring
antichrist__2009__-_full_transcript_txt.json,21,neutral
antichrist__2009__-_full_transcript_txt.json,22,curiosity
antichrist__2009__-_full_transcript_txt.json,25,neutral
antichrist__2009__-_full_transcript_txt.json,30,curiosity
antichrist__2009__-_full_transcript_txt.json,32,curiosity
antichrist__2009__-_full_transcript_txt.json,64,caring
antichrist__2009__-_full_transcript_txt.json,65,neutral
antichrist__2009__-_full_transcript_txt.json,67,neutral
antichrist__2009__-_full_transcript_txt.json,69,realization
antichrist__2009__-_full_transcript_txt.json,70,curiosity
antichrist__2009__-_full_transcript_txt.json,71,approval
antichrist__2009__-_full_transcript_txt.json,72,fear
antichrist__2009__-_full_transcript_txt.json,75,neutral
antichrist__2009__-_full_transcript_txt.json,77,curiosity
antichrist__2009__-_full_transcript_txt.json,80,caring
antichrist__2009__-_full_transcript_txt.json,82,caring
antichrist__2009__-_full_transcript_txt.json,87,fear
antichrist__2009__-_full_transcript_txt.json,88,approval
antichrist__2009__-_full_transcript_txt.json,93,admiration
antichrist__2009__-_full_transcript_txt.json,95,approval
antichrist__2009__-_full_transcript_txt.json,96,admiration
antichrist__2009__-_full_transcript_txt.json,100,fear
antichrist__2009__-_full_transcript_txt.json,113,neutral
antichrist__2009__-_full_transcript_txt.json,115,admiration
antichrist__2009__-_full_transcript_txt.json,116,realization
antichrist__2009__-_full_transcript_txt.json,117,neutral
antichrist__2009__-_full_transcript_txt.json,118,neutral
antichrist__2009__-_full_transcript_txt.json,120,neutral
antichrist__2009__-_full_transcript_txt.json,121,gratitude
antichrist__2009__-_full_transcript_txt.json,122,neutral
antichrist__2009__-_full_transcript_txt.json,123,neutral
antichrist__2009__-_full_transcript_txt.json,128,curiosity
antichrist__2009__-_full_transcript_txt.json,129,curiosity
antichrist__2009__-_full_transcript_txt.json,131,confusion
antichrist__2009__-_full_transcript_txt.json,132,sadness
antichrist__2009__-_full_transcript_txt.json,134,disapproval
antichrist__2009__-_full_transcript_txt.json,136,neutral
antichrist__2009__-_full_transcript_txt.json,139,neutral
antichrist__2009__-_full_transcript_txt.json,140,disgust
antichrist__2009__-_full_transcript_txt.json,142,anger
antichrist__2009__-_full_transcript_txt.json,187,anger
antichrist__2009__-_full_transcript_txt.json,191,neutral
antichrist__2009__-_full_transcript_txt.json,193,curiosity
antichrist__2009__-_full_transcript_txt.json,194,neutral
antichrist__2009__-_full_transcript_txt.json,203,neutral
american_history_x__1998__-_full_transcript_txt.json,3,anger
american_history_x__1998__-_full_transcript_txt.json,4,annoyance
american_history_x__1998__-_full_transcript_txt.json,5,neutral
american_history_x__1998__-_full_transcript_txt.json,6,curiosity
american_history_x__1998__-_full_transcript_txt.json,7,anger
american_history_x__1998__-_full_transcript_txt.json,9,annoyance
american_history_x__1998__-_full_transcript_txt.json,10,neutral
american_history_x__1998__-_full_transcript_txt.json,11,neutral
american_history_x__1998__-_full_transcript_txt.json,12,curiosity
american_history_x__1998__-_full_transcript_txt.json,13,anger
american_history_x__1998__-_full_transcript_txt.json,14,anger
american_history_x__1998__-_full_transcript_txt.json,15,admiration
american_history_x__1998__-_full_transcript_txt.json,16,neutral
american_history_x__1998__-_full_transcript_txt.json,17,caring
american_history_x__1998__-_full_transcript_txt.json,19,anger
american_history_x__1998__-_full_transcript_txt.json,20,admiration
american_history_x__1998__-_full_transcript_txt.json,21,anger
american_history_x__1998__-_full_transcript_txt.json,22,anger
american_history_x__1998__-_full_transcript_txt.json,23,anger
american_history_x__1998__-_full_transcript_txt.json,24,anger
american_history_x__1998__-_full_transcript_txt.json,25,anger
american_history_x__1998__-_full_transcript_txt.json,26,curiosity
american_history_x__1998__-_full_transcript_txt.json,27,anger
american_history_x__1998__-_full_transcript_txt.json,28,anger
american_history_x__1998__-_full_transcript_txt.json,29,fear
american_history_x__1998__-_full_transcript_txt.json,30,anger
american_history_x__1998__-_full_transcript_txt.json,31,anger
american_history_x__1998__-_full_transcript_txt.json,32,anger
american_history_x__1998__-_full_transcript_txt.json,33,anger
american_history_x__1998__-_full_transcript_txt.json,34,annoyance
american_history_x__1998__-_full_transcript_txt.json,35,anger
american_history_x__1998__-_full_transcript_txt.json,36,anger
american_history_x__1998__-_full_transcript_txt.json,38,anger
american_history_x__1998__-_full_transcript_txt.json,40,anger
american_history_x__1998__-_full_transcript_txt.json,41,anger
american_history_x__1998__-_full_transcript_txt.json,43,gratitude
american_history_x__1998__-_full_transcript_txt.json,44,curiosity
american_history_x__1998__-_full_transcript_txt.json,45,optimism
american_history_x__1998__-_full_transcript_txt.json,46,neutral
arrival__2016__-_full_transcript_txt.json,1,curiosity
arrival__2016__-_full_transcript_txt.json,2,curiosity
arrival__2016__-_full_transcript_txt.json,3,curiosity
arrival__2016__-_full_transcript_txt.json,4,curiosity
arrival__2016__-_full_transcript_txt.json,5,caring
arrival__2016__-_full_transcript_txt.json,6,curiosity
arrival__2016__-_full_transcript_txt.json,7,neutral
arrival__2016__-_full_transcript_txt.json,8,curiosity
arrival__2016__-_full_transcript_txt.json,9,neutral
arrival__2016__-_full_transcript_txt.json,10,gratitude
arrival__2016__-_full_transcript_txt.json,11,curiosity
arrival__2016__-_full_transcript_txt.json,12,neutral
arrival__2016__-_full_transcript_txt.json,13,curiosity
arrival__2016__-_full_transcript_txt.json,14,neutral
arrival__2016__-_full_transcript_txt.json,15,curiosity
arrival__2016__-_full_transcript_txt.json,16,realization
arrival__2016__-_full_transcript_txt.json,17,curiosity
arrival__2016__-_full_transcript_txt.json,18,surprise
atonement__2007__-_full_transcript_txt.json,1,curiosity
atonement__2007__-_full_transcript_txt.json,2,curiosity
atonement__2007__-_full_transcript_txt.json,3,curiosity
atonement__2007__-_full_transcript_txt.json,4,neutral
atonement__2007__-_full_transcript_txt.json,5,neutral
atonement__2007__-_full_transcript_txt.json,6,curiosity
atonement__2007__-_full_transcript_txt.json,7,gratitude
atonement__2007__-_full_transcript_txt.json,8,gratitude
atonement__2007__-_full_transcript_txt.json,9,anger
atonement__2007__-_full_transcript_txt.json,10,caring
atonement__2007__-_full_transcript_txt.json,11,gratitude
atonement__2007__-_full_transcript_txt.json,12,curiosity
atonement__2007__-_full_transcript_txt.json,13,curiosity
atonement__2007__-_full_transcript_txt.json,14,sadness
atonement__2007__-_full_transcript_txt.json,15,realization
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,1,amusement
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,2,curiosity
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,3,annoyance
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,4,approval
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,5,curiosity
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,6,admiration
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,7,curiosity
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,8,admiration
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,9,approval
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,10,curiosity
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,11,neutral
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,12,gratitude
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,13,annoyance
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,14,love
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,15,admiration
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,16,annoyance
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,17,admiration
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,18,confusion
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,19,admiration
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,20,curiosity
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,21,curiosity
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,22,curiosity
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,23,gratitude
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,24,curiosity
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,25,gratitude
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,26,fear
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,27,neutral
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,28,caring
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,29,gratitude
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,30,admiration
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,31,anger
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,32,gratitude
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,33,optimism
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,34,neutral
anchorman_2_the_legend_continues__2013__-_full_transcript_txt.json,35,fear
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,1,neutral
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,2,curiosity
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,3,neutral
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,4,approval
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,5,neutral
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,6,curiosity
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,7,curiosity
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,8,admiration
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,9,curiosity
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,10,gratitude
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,11,curiosity
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,12,curiosity
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,13,admiration
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,14,admiration
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,15,neutral
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,16,neutral
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,17,annoyance
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,18,gratitude
austin_powers_international_man_of_mystery__1997__-_full_transcript_txt.json,19,excitement
big_fish__2003__-_full_transcript_txt.json,1,annoyance
bad_boys__1983__-_full_transcript_txt.json,1,anger
bad_boys__1983__-_full_transcript_txt.json,2,anger
bad_boys__1983__-_full_transcript_txt.json,3,anger
bad_boys__1983__-_full_transcript_txt.json,4,curiosity
bad_boys__1983__-_full_transcript_txt.json,5,anger
bad_boys__1983__-_full_transcript_txt.json,6,annoyance
bad_boys__1983__-_full_transcript_txt.json,7,anger
bad_boys__1983__-_full_transcript_txt.json,8,curiosity
bad_boys__1983__-_full_transcript_txt.json,9,anger
bad_boys__1983__-_full_transcript_txt.json,10,neutral
bad_boys__1983__-_full_transcript_txt.json,11,anger
bad_boys__1983__-_full_transcript_txt.json,12,anger
bad_boys__1983__-_full_transcript_txt.json,13,neutral
billy_elliot__2000__-_full_transcript_txt.json,1,annoyance
billy_elliot__2000__-_full_transcript_txt.json,2,curiosity
billy_elliot__2000__-_full_transcript_txt.json,3,anger
billy_elliot__2000__-_full_transcript_txt.json,4,curiosity
billy_elliot__2000__-_full_transcript_txt.json,5,curiosity
billy_elliot__2000__-_full_transcript_txt.json,6,curiosity
billy_elliot__2000__-_full_transcript_txt.json,7,anger
billy_elliot__2000__-_full_transcript_txt.json,8,gratitude
billy_elliot__2000__-_full_transcript_txt.json,9,anger
billy_elliot__2000__-_full_transcript_txt.json,10,curiosity
billy_elliot__2000__-_full_transcript_txt.json,11,gratitude
billy_elliot__2000__-_full_transcript_txt.json,12,curiosity
billy_elliot__2000__-_full_transcript_txt.json,13,gratitude
baby_doll__1956__-_full_transcript_txt.json,1,neutral
baby_doll__1956__-_full_transcript_txt.json,2,caring
baby_doll__1956__-_full_transcript_txt.json,3,neutral
baby_doll__1956__-_full_transcript_txt.json,4,caring
baby_doll__1956__-_full_transcript_txt.json,5,optimism
baby_doll__1956__-_full_transcript_txt.json,6,neutral
baby_doll__1956__-_full_transcript_txt.json,7,anger
baby_doll__1956__-_full_transcript_txt.json,8,curiosity
baby_doll__1956__-_full_transcript_txt.json,9,gratitude
baby_doll__1956__-_full_transcript_txt.json,10,curiosity
baby_doll__1956__-_full_transcript_txt.json,11,gratitude
baby_doll__1956__-_full_transcript_txt.json,12,curiosity
baby_doll__1956__-_full_transcript_txt.json,13,curiosity
baby_doll__1956__-_full_transcript_txt.json,14,curiosity
baby_doll__1956__-_full_transcript_txt.json,15,neutral
baby_doll__1956__-_full_transcript_txt.json,16,neutral
baby_doll__1956__-_full_transcript_txt.json,17,neutral
baby_doll__1956__-_full_transcript_txt.json,18,gratitude
baby_doll__1956__-_full_transcript_txt.json,19,curiosity
baby_doll__1956__-_full_transcript_txt.json,20,neutral
baby_doll__1956__-_full_transcript_txt.json,21,neutral
baby_doll__1956__-_full_transcript_txt.json,22,curiosity
baby_doll__1956__-_full_transcript_txt.json,23,curiosity
baby_doll__1956__-_full_transcript_txt.json,24,curiosity
baby_doll__1956__-_full_transcript_txt.json,25,neutral
baby_doll__1956__-_full_transcript_txt.json,26,curiosity
back_to_the_future__1985__-_full_transcript_txt.json,1,curiosity
back_to_the_future__1985__-_full_transcript_txt.json,2,admiration
back_to_the_future__1985__-_full_transcript_txt.json,3,curiosity
back_to_the_future__1985__-_full_transcript_txt.json,4,fear
back_to_the_future__1985__-_full_transcript_txt.json,5,realization
back_to_the_future__1985__-_full_transcript_txt.json,6,neutral
back_to_the_future__1985__-_full_transcript_txt.json,7,curiosity
back_to_the_future__1985__-_full_transcript_txt.json,8,neutral
back_to_the_future__1985__-_full_transcript_txt.json,9,admiration
back_to_the_future__1985__-_full_transcript_txt.json,10,curiosity
back_to_the_future__1985__-_full_transcript_txt.json,11,curiosity
back_to_the_future__1985__-_full_transcript_txt.json,12,admiration
back_to_the_future__1985__-_full_transcript_txt.json,13,curiosity
back_to_the_future__1985__-_full_transcript_txt.json,14,curiosity
back_to_the_future__1985__-_full_transcript_txt.json,15,neutral
back_to_the_future__1985__-_full_transcript_txt.json,16,admiration
back_to_the_future__1985__-_full_transcript_txt.json,17,curiosity
back_to_the_future__1985__-_full_transcript_txt.json,18,sadness
back_to_the_future__1985__-_full_transcript_txt.json,19,anger
back_to_the_future__1985__-_full_transcript_txt.json,20,gratitude
back_to_the_future__1985__-_full_transcript_txt.json,21,admiration
back_to_the_future__1985__-_full_transcript_txt.json,22,gratitude
back_to_the_future__1985__-_full_transcript_txt.json,23,admiration
back_to_the_future__1985__-_full_transcript_txt.json,24,neutral
black_swan__2010__-_full_transcript_txt.json,1,admiration
black_swan__2010__-_full_transcript_txt.json,2,admiration
black_swan__2010__-_full_transcript_txt.json,3,admiration
black_swan__2010__-_full_transcript_txt.json,4,admiration
black_swan__2010__-_full_transcript_txt.json,5,admiration
black_swan__2010__-_full_transcript_txt.json,6,anger
black_swan__2010__-_full_transcript_txt.json,7,gratitude
black_swan__2010__-_full_transcript_txt.json,8,anger
black_swan__2010__-_full_transcript_txt.json,9,amusement
black_swan__2010__-_full_transcript_txt.json,10,admiration
black_swan__2010__-_full_transcript_txt.json,11,admiration
black_swan__2010__-_full_transcript_txt.json,12,caring
black_swan__2010__-_full_transcript_txt.json,13,admiration
blue_velvet__1986__-_full_transcript_txt.json,1,neutral
blue_velvet__1986__-_full_transcript_txt.json,2,curiosity
blue_velvet__1986__-_full_transcript_txt.json,3,curiosity
blue_velvet__1986__-_full_transcript_txt.json,4,curiosity
blue_velvet__1986__-_full_transcript_txt.json,5,curiosity
blue_velvet__1986__-_full_transcript_txt.json,6,curiosity
blue_velvet__1986__-_full_transcript_txt.json,7,curiosity
blue_velvet__1986__-_full_transcript_txt.json,8,curiosity
blue_velvet__1986__-_full_transcript_txt.json,9,gratitude
blue_velvet__1986__-_full_transcript_txt.json,10,anger
blue_velvet__1986__-_full_transcript_txt.json,11,love
blue_velvet__1986__-_full_transcript_txt.json,12,gratitude
blue_velvet__1986__-_full_transcript_txt.json,13,caring
blue_velvet__1986__-_full_transcript_txt.json,14,anger
blue_valentine__2010__-_full_transcript_txt.json,1,curiosity
blue_valentine__2010__-_full_transcript_txt.json,2,love
blue_valentine__2010__-_full_transcript_txt.json,3,curiosity
blue_valentine__2010__-_full_transcript_txt.json,4,caring
blue_valentine__2010__-_full_transcript_txt.json,5,curiosity
blue_valentine__2010__-_full_transcript_txt.json,6,curiosity
blue_valentine__2010__-_full_transcript_txt.json,7,curiosity
blue_valentine__2010__-_full_transcript_txt.json,8,curiosity
blue_valentine__2010__-_full_transcript_txt.json,9,curiosity
blue_valentine__2010__-_full_transcript_txt.json,10,admiration
blue_valentine__2010__-_full_transcript_txt.json,11,anger
blue_valentine__2010__-_full_transcript_txt.json,12,curiosity
blue_valentine__2010__-_full_transcript_txt.json,13,caring
blue_valentine__2010__-_full_transcript_txt.json,14,curiosity
blue_valentine__2010__-_full_transcript_txt.json,15,anger
blue_valentine__2010__-_full_transcript_txt.json,16,anger
blue_valentine__2010__-_full_transcript_txt.json,17,curiosity
blue_valentine__2010__-_full_transcript_txt.json,18,curiosity
blue_valentine__2010__-_full_transcript_txt.json,19,caring
brazil__1985__-_full_transcript_txt.json,1,gratitude
brazil__1985__-_full_transcript_txt.json,2,gratitude
brazil__1985__-_full_transcript_txt.json,3,admiration
brazil__1985__-_full_transcript_txt.json,4,gratitude
brazil__1985__-_full_transcript_txt.json,5,admiration
brazil__1985__-_full_transcript_txt.json,6,curiosity
brazil__1985__-_full_transcript_txt.json,7,gratitude
brazil__1985__-_full_transcript_txt.json,8,curiosity
brazil__1985__-_full_transcript_txt.json,9,curiosity
brazil__1985__-_full_transcript_txt.json,10,neutral
brazil__1985__-_full_transcript_txt.json,11,gratitude
brazil__1985__-_full_transcript_txt.json,12,gratitude
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,1,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,3,admiration
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,4,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,5,disappointment
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,6,curiosity
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,8,embarrassment
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,9,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,11,joy
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,13,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,15,anger
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,16,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,18,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,19,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,20,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,21,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,22,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,25,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,26,confusion
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,27,caring
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,34,excitement
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,53,remorse
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,57,anger
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,59,admiration
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,60,admiration
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,65,curiosity
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,70,curiosity
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,81,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,82,gratitude
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,84,disapproval
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,86,curiosity
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,87,desire
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,88,approval
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,89,curiosity
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,91,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,94,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,97,excitement
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,98,curiosity
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,101,excitement
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,102,caring
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,103,curiosity
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,112,excitement
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,114,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,115,curiosity
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,122,admiration
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,136,disappointment
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,139,gratitude
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,142,excitement
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,144,realization
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,145,remorse
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,146,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,149,admiration
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,152,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,153,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,158,anger
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,160,neutral
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,161,sadness
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,162,curiosity
borat_subsequent_moviefilm__2020__-_full_transcript_txt.json,163,love
