source_file,scene_id,label
A_Clockwork_Orange__1971__-_full_transcript_txt.json,22,gratitude
A_Clockwork_Orange__1971__-_full_transcript_txt.json,23,curiosity
A_Clockwork_Orange__1971__-_full_transcript_txt.json,24,admiration
A_Clockwork_Orange__1971__-_full_transcript_txt.json,25,caring
A_Clockwork_Orange__1971__-_full_transcript_txt.json,26,curiosity
Antichrist__2009__-_full_transcript_txt.json,1,neutral
Antichrist__2009__-_full_transcript_txt.json,11,neutral
Antichrist__2009__-_full_transcript_txt.json,13,confusion
Antichrist__2009__-_full_transcript_txt.json,14,caring
Antichrist__2009__-_full_transcript_txt.json,16,sadness
Antichrist__2009__-_full_transcript_txt.json,18,caring
Antichrist__2009__-_full_transcript_txt.json,21,neutral
Antichrist__2009__-_full_transcript_txt.json,22,curiosity
Antichrist__2009__-_full_transcript_txt.json,25,neutral
Antichrist__2009__-_full_transcript_txt.json,30,curiosity
Antichrist__2009__-_full_transcript_txt.json,32,curiosity
Antichrist__2009__-_full_transcript_txt.json,64,caring
Antichrist__2009__-_full_transcript_txt.json,65,neutral
Antichrist__2009__-_full_transcript_txt.json,67,neutral
Antichrist__2009__-_full_transcript_txt.json,69,realization
Antichrist__2009__-_full_transcript_txt.json,70,curiosity
Antichrist__2009__-_full_transcript_txt.json,71,approval
Antichrist__2009__-_full_transcript_txt.json,72,fear
Antichrist__2009__-_full_transcript_txt.json,75,neutral
Antichrist__2009__-_full_transcript_txt.json,77,curiosity
Antichrist__2009__-_full_transcript_txt.json,80,caring
Antichrist__2009__-_full_transcript_txt.json,82,caring
Antichrist__2009__-_full_transcript_txt.json,87,fear
Antichrist__2009__-_full_transcript_txt.json,88,approval
Antichrist__2009__-_full_transcript_txt.json,93,admiration
Antichrist__2009__-_full_transcript_txt.json,95,approval
Antichrist__2009__-_full_transcript_txt.json,96,admiration
Antichrist__2009__-_full_transcript_txt.json,100,fear
Antichrist__2009__-_full_transcript_txt.json,113,neutral
Antichrist__2009__-_full_transcript_txt.json,115,admiration
Antichrist__2009__-_full_transcript_txt.json,116,realization
Antichrist__2009__-_full_transcript_txt.json,117,neutral
Antichrist__2009__-_full_transcript_txt.json,118,neutral
Antichrist__2009__-_full_transcript_txt.json,120,neutral
Antichrist__2009__-_full_transcript_txt.json,121,gratitude
Antichrist__2009__-_full_transcript_txt.json,122,neutral
Antichrist__2009__-_full_transcript_txt.json,123,neutral
Antichrist__2009__-_full_transcript_txt.json,128,curiosity
Antichrist__2009__-_full_transcript_txt.json,129,curiosity
Antichrist__2009__-_full_transcript_txt.json,131,confusion
Antichrist__2009__-_full_transcript_txt.json,132,sadness
Antichrist__2009__-_full_transcript_txt.json,134,disapproval
Antichrist__2009__-_full_transcript_txt.json,136,neutral
Antichrist__2009__-_full_transcript_txt.json,139,neutral
Antichrist__2009__-_full_transcript_txt.json,140,disgust
Antichrist__2009__-_full_transcript_txt.json,142,anger
Antichrist__2009__-_full_transcript_txt.json,187,anger
Antichrist__2009__-_full_transcript_txt.json,191,neutral
Antichrist__2009__-_full_transcript_txt.json,193,curiosity
Antichrist__2009__-_full_transcript_txt.json,194,neutral
Antichrist__2009__-_full_transcript_txt.json,203,neutral
American_History_X__1998__-_full_transcript_txt.json,3,anger
American_History_X__1998__-_full_transcript_txt.json,4,annoyance
American_History_X__1998__-_full_transcript_txt.json,5,neutral
American_History_X__1998__-_full_transcript_txt.json,6,curiosity
American_History_X__1998__-_full_transcript_txt.json,7,anger
American_History_X__1998__-_full_transcript_txt.json,9,annoyance
American_History_X__1998__-_full_transcript_txt.json,10,neutral
American_History_X__1998__-_full_transcript_txt.json,11,neutral
American_History_X__1998__-_full_transcript_txt.json,12,curiosity
American_History_X__1998__-_full_transcript_txt.json,13,anger
American_History_X__1998__-_full_transcript_txt.json,14,anger
American_History_X__1998__-_full_transcript_txt.json,15,admiration
American_History_X__1998__-_full_transcript_txt.json,16,neutral
American_History_X__1998__-_full_transcript_txt.json,17,caring
American_History_X__1998__-_full_transcript_txt.json,19,anger
American_History_X__1998__-_full_transcript_txt.json,20,admiration
American_History_X__1998__-_full_transcript_txt.json,21,anger
American_History_X__1998__-_full_transcript_txt.json,22,anger
American_History_X__1998__-_full_transcript_txt.json,23,anger
American_History_X__1998__-_full_transcript_txt.json,24,anger
American_History_X__1998__-_full_transcript_txt.json,25,anger
American_History_X__1998__-_full_transcript_txt.json,26,curiosity
American_History_X__1998__-_full_transcript_txt.json,27,anger
American_History_X__1998__-_full_transcript_txt.json,28,anger
American_History_X__1998__-_full_transcript_txt.json,29,fear
American_History_X__1998__-_full_transcript_txt.json,30,anger
American_History_X__1998__-_full_transcript_txt.json,31,anger
American_History_X__1998__-_full_transcript_txt.json,32,anger
American_History_X__1998__-_full_transcript_txt.json,33,anger
American_History_X__1998__-_full_transcript_txt.json,34,annoyance
American_History_X__1998__-_full_transcript_txt.json,35,anger
American_History_X__1998__-_full_transcript_txt.json,36,anger
American_History_X__1998__-_full_transcript_txt.json,38,anger
American_History_X__1998__-_full_transcript_txt.json,40,anger
American_History_X__1998__-_full_transcript_txt.json,41,anger
American_History_X__1998__-_full_transcript_txt.json,43,gratitude
American_History_X__1998__-_full_transcript_txt.json,44,curiosity
American_History_X__1998__-_full_transcript_txt.json,45,optimism
American_History_X__1998__-_full_transcript_txt.json,46,neutral
Arrival__2016__-_full_transcript_txt.json,1,curiosity
Arrival__2016__-_full_transcript_txt.json,2,curiosity
Arrival__2016__-_full_transcript_txt.json,3,curiosity
Arrival__2016__-_full_transcript_txt.json,4,curiosity
Arrival__2016__-_full_transcript_txt.json,5,caring
Arrival__2016__-_full_transcript_txt.json,6,curiosity
Arrival__2016__-_full_transcript_txt.json,7,neutral
Arrival__2016__-_full_transcript_txt.json,8,curiosity
Arrival__2016__-_full_transcript_txt.json,9,neutral
Arrival__2016__-_full_transcript_txt.json,10,gratitude
Arrival__2016__-_full_transcript_txt.json,11,curiosity
Arrival__2016__-_full_transcript_txt.json,12,neutral
Arrival__2016__-_full_transcript_txt.json,13,curiosity
Arrival__2016__-_full_transcript_txt.json,14,neutral
Arrival__2016__-_full_transcript_txt.json,15,curiosity
Arrival__2016__-_full_transcript_txt.json,16,realization
Arrival__2016__-_full_transcript_txt.json,17,curiosity
Arrival__2016__-_full_transcript_txt.json,18,surprise
Atonement__2007__-_full_transcript_txt.json,1,curiosity
Atonement__2007__-_full_transcript_txt.json,2,curiosity
Atonement__2007__-_full_transcript_txt.json,3,curiosity
Atonement__2007__-_full_transcript_txt.json,4,neutral
Atonement__2007__-_full_transcript_txt.json,5,neutral
Atonement__2007__-_full_transcript_txt.json,6,curiosity
Atonement__2007__-_full_transcript_txt.json,7,gratitude
Atonement__2007__-_full_transcript_txt.json,8,gratitude
Atonement__2007__-_full_transcript_txt.json,9,anger
Atonement__2007__-_full_transcript_txt.json,10,caring
Atonement__2007__-_full_transcript_txt.json,11,gratitude
Atonement__2007__-_full_transcript_txt.json,12,curiosity
Atonement__2007__-_full_transcript_txt.json,13,curiosity
Atonement__2007__-_full_transcript_txt.json,14,sadness
Atonement__2007__-_full_transcript_txt.json,15,realization
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,1,amusement
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,2,curiosity
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,3,annoyance
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,4,approval
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,5,curiosity
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,6,admiration
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,7,curiosity
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,8,admiration
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,9,approval
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,10,curiosity
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,11,neutral
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,12,gratitude
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,13,annoyance
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,14,love
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,15,admiration
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,16,annoyance
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,17,admiration
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,18,confusion
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,19,admiration
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,20,curiosity
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,21,curiosity
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,22,curiosity
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,23,gratitude
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,24,curiosity
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,25,gratitude
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,26,fear
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,27,neutral
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,28,caring
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,29,gratitude
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,30,admiration
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,31,anger
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,32,gratitude
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,33,optimism
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,34,neutral
Anchorman_2_The_Legend_Continues__2013__-_full_transcript_txt.json,35,fear
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,1,neutral
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,2,curiosity
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,3,neutral
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,4,approval
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,5,neutral
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,6,curiosity
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,7,curiosity
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,8,admiration
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,9,curiosity
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,10,gratitude
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,11,curiosity
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,12,curiosity
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,13,admiration
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,14,admiration
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,15,neutral
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,16,neutral
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,17,annoyance
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,18,gratitude
Austin_Powers_International_Man_of_Mystery__1997__-_full_transcript_txt.json,19,excitement
Big_Fish__2003__-_full_transcript_txt.json,1,annoyance
Bad_Boys__1983__-_full_transcript_txt.json,1,anger
Bad_Boys__1983__-_full_transcript_txt.json,2,anger
Bad_Boys__1983__-_full_transcript_txt.json,3,anger
Bad_Boys__1983__-_full_transcript_txt.json,4,curiosity
Bad_Boys__1983__-_full_transcript_txt.json,5,anger
Bad_Boys__1983__-_full_transcript_txt.json,6,annoyance
Bad_Boys__1983__-_full_transcript_txt.json,7,anger
Bad_Boys__1983__-_full_transcript_txt.json,8,curiosity
Bad_Boys__1983__-_full_transcript_txt.json,9,anger
Bad_Boys__1983__-_full_transcript_txt.json,10,neutral
Bad_Boys__1983__-_full_transcript_txt.json,11,anger
Bad_Boys__1983__-_full_transcript_txt.json,12,anger
Bad_Boys__1983__-_full_transcript_txt.json,13,neutral
Billy_Elliot__2000__-_full_transcript_txt.json,1,annoyance
Billy_Elliot__2000__-_full_transcript_txt.json,2,curiosity
Billy_Elliot__2000__-_full_transcript_txt.json,3,anger
Billy_Elliot__2000__-_full_transcript_txt.json,4,curiosity
Billy_Elliot__2000__-_full_transcript_txt.json,5,curiosity
Billy_Elliot__2000__-_full_transcript_txt.json,6,curiosity
Billy_Elliot__2000__-_full_transcript_txt.json,7,anger
Billy_Elliot__2000__-_full_transcript_txt.json,8,gratitude
Billy_Elliot__2000__-_full_transcript_txt.json,9,anger
Billy_Elliot__2000__-_full_transcript_txt.json,10,curiosity
Billy_Elliot__2000__-_full_transcript_txt.json,11,gratitude
Billy_Elliot__2000__-_full_transcript_txt.json,12,curiosity
Billy_Elliot__2000__-_full_transcript_txt.json,13,gratitude
Baby_Doll__1956__-_full_transcript_txt.json,1,neutral
Baby_Doll__1956__-_full_transcript_txt.json,2,caring
Baby_Doll__1956__-_full_transcript_txt.json,3,neutral
Baby_Doll__1956__-_full_transcript_txt.json,4,caring
Baby_Doll__1956__-_full_transcript_txt.json,5,optimism
Baby_Doll__1956__-_full_transcript_txt.json,6,neutral
Baby_Doll__1956__-_full_transcript_txt.json,7,anger
Baby_Doll__1956__-_full_transcript_txt.json,8,curiosity
Baby_Doll__1956__-_full_transcript_txt.json,9,gratitude
Baby_Doll__1956__-_full_transcript_txt.json,10,curiosity
Baby_Doll__1956__-_full_transcript_txt.json,11,gratitude
Baby_Doll__1956__-_full_transcript_txt.json,12,curiosity
Baby_Doll__1956__-_full_transcript_txt.json,13,curiosity
Baby_Doll__1956__-_full_transcript_txt.json,14,curiosity
Baby_Doll__1956__-_full_transcript_txt.json,15,neutral
Baby_Doll__1956__-_full_transcript_txt.json,16,neutral
Baby_Doll__1956__-_full_transcript_txt.json,17,neutral
Baby_Doll__1956__-_full_transcript_txt.json,18,gratitude
Baby_Doll__1956__-_full_transcript_txt.json,19,curiosity
Baby_Doll__1956__-_full_transcript_txt.json,20,neutral
Baby_Doll__1956__-_full_transcript_txt.json,21,neutral
Baby_Doll__1956__-_full_transcript_txt.json,22,curiosity
Baby_Doll__1956__-_full_transcript_txt.json,23,curiosity
Baby_Doll__1956__-_full_transcript_txt.json,24,curiosity
Baby_Doll__1956__-_full_transcript_txt.json,25,neutral
Baby_Doll__1956__-_full_transcript_txt.json,26,curiosity
Back_to_the_Future__1985__-_full_transcript_txt.json,1,curiosity
Back_to_the_Future__1985__-_full_transcript_txt.json,2,admiration
Back_to_the_Future__1985__-_full_transcript_txt.json,3,curiosity
Back_to_the_Future__1985__-_full_transcript_txt.json,4,fear
Back_to_the_Future__1985__-_full_transcript_txt.json,5,realization
Back_to_the_Future__1985__-_full_transcript_txt.json,6,neutral
Back_to_the_Future__1985__-_full_transcript_txt.json,7,curiosity
Back_to_the_Future__1985__-_full_transcript_txt.json,8,neutral
Back_to_the_Future__1985__-_full_transcript_txt.json,9,admiration
Back_to_the_Future__1985__-_full_transcript_txt.json,10,curiosity
Back_to_the_Future__1985__-_full_transcript_txt.json,11,curiosity
Back_to_the_Future__1985__-_full_transcript_txt.json,12,admiration
Back_to_the_Future__1985__-_full_transcript_txt.json,13,curiosity
Back_to_the_Future__1985__-_full_transcript_txt.json,14,curiosity
Back_to_the_Future__1985__-_full_transcript_txt.json,15,neutral
Back_to_the_Future__1985__-_full_transcript_txt.json,16,admiration
Back_to_the_Future__1985__-_full_transcript_txt.json,17,curiosity
Back_to_the_Future__1985__-_full_transcript_txt.json,18,sadness
Back_to_the_Future__1985__-_full_transcript_txt.json,19,anger
Back_to_the_Future__1985__-_full_transcript_txt.json,20,gratitude
Back_to_the_Future__1985__-_full_transcript_txt.json,21,admiration
Back_to_the_Future__1985__-_full_transcript_txt.json,22,gratitude
Back_to_the_Future__1985__-_full_transcript_txt.json,23,admiration
Back_to_the_Future__1985__-_full_transcript_txt.json,24,neutral
Black_Swan__2010__-_full_transcript_txt.json,1,admiration
Black_Swan__2010__-_full_transcript_txt.json,2,admiration
Black_Swan__2010__-_full_transcript_txt.json,3,admiration
Black_Swan__2010__-_full_transcript_txt.json,4,admiration
Black_Swan__2010__-_full_transcript_txt.json,5,admiration
Black_Swan__2010__-_full_transcript_txt.json,6,anger
Black_Swan__2010__-_full_transcript_txt.json,7,gratitude
Black_Swan__2010__-_full_transcript_txt.json,8,anger
Black_Swan__2010__-_full_transcript_txt.json,9,amusement
Black_Swan__2010__-_full_transcript_txt.json,10,admiration
Black_Swan__2010__-_full_transcript_txt.json,11,admiration
Black_Swan__2010__-_full_transcript_txt.json,12,caring
Black_Swan__2010__-_full_transcript_txt.json,13,admiration
Blue_Velvet__1986__-_full_transcript_txt.json,1,neutral
Blue_Velvet__1986__-_full_transcript_txt.json,2,curiosity
Blue_Velvet__1986__-_full_transcript_txt.json,3,curiosity
Blue_Velvet__1986__-_full_transcript_txt.json,4,curiosity
Blue_Velvet__1986__-_full_transcript_txt.json,5,curiosity
Blue_Velvet__1986__-_full_transcript_txt.json,6,curiosity
Blue_Velvet__1986__-_full_transcript_txt.json,7,curiosity
Blue_Velvet__1986__-_full_transcript_txt.json,8,curiosity
Blue_Velvet__1986__-_full_transcript_txt.json,9,gratitude
Blue_Velvet__1986__-_full_transcript_txt.json,10,anger
Blue_Velvet__1986__-_full_transcript_txt.json,11,love
Blue_Velvet__1986__-_full_transcript_txt.json,12,gratitude
Blue_Velvet__1986__-_full_transcript_txt.json,13,caring
Blue_Velvet__1986__-_full_transcript_txt.json,14,anger
Blue_Valentine__2010__-_full_transcript_txt.json,1,curiosity
Blue_Valentine__2010__-_full_transcript_txt.json,2,love
Blue_Valentine__2010__-_full_transcript_txt.json,3,curiosity
Blue_Valentine__2010__-_full_transcript_txt.json,4,caring
Blue_Valentine__2010__-_full_transcript_txt.json,5,curiosity
Blue_Valentine__2010__-_full_transcript_txt.json,6,curiosity
Blue_Valentine__2010__-_full_transcript_txt.json,7,curiosity
Blue_Valentine__2010__-_full_transcript_txt.json,8,curiosity
Blue_Valentine__2010__-_full_transcript_txt.json,9,curiosity
Blue_Valentine__2010__-_full_transcript_txt.json,10,admiration
Blue_Valentine__2010__-_full_transcript_txt.json,11,anger
Blue_Valentine__2010__-_full_transcript_txt.json,12,curiosity
Blue_Valentine__2010__-_full_transcript_txt.json,13,caring
Blue_Valentine__2010__-_full_transcript_txt.json,14,curiosity
Blue_Valentine__2010__-_full_transcript_txt.json,15,anger
Blue_Valentine__2010__-_full_transcript_txt.json,16,anger
Blue_Valentine__2010__-_full_transcript_txt.json,17,curiosity
Blue_Valentine__2010__-_full_transcript_txt.json,18,curiosity
Blue_Valentine__2010__-_full_transcript_txt.json,19,caring
Brazil__1985__-_full_transcript_txt.json,1,gratitude
Brazil__1985__-_full_transcript_txt.json,2,gratitude
Brazil__1985__-_full_transcript_txt.json,3,admiration
Brazil__1985__-_full_transcript_txt.json,4,gratitude
Brazil__1985__-_full_transcript_txt.json,5,admiration
Brazil__1985__-_full_transcript_txt.json,6,curiosity
Brazil__1985__-_full_transcript_txt.json,7,gratitude
Brazil__1985__-_full_transcript_txt.json,8,curiosity
Brazil__1985__-_full_transcript_txt.json,9,curiosity
Brazil__1985__-_full_transcript_txt.json,10,neutral
Brazil__1985__-_full_transcript_txt.json,11,gratitude
Brazil__1985__-_full_transcript_txt.json,12,gratitude
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,1,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,3,admiration
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,4,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,5,disappointment
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,6,curiosity
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,8,embarrassment
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,9,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,11,joy
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,13,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,15,anger
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,16,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,18,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,19,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,20,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,21,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,22,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,25,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,26,confusion
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,27,caring
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,34,excitement
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,53,remorse
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,57,anger
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,59,admiration
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,60,admiration
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,65,curiosity
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,70,curiosity
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,81,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,82,gratitude
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,84,disapproval
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,86,curiosity
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,87,desire
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,88,approval
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,89,curiosity
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,91,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,94,neutral
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,97,excitement
Borat_Subsequent_Moviefilm__2020__-_full_transcript_txt.json,98,curiosity
