source_file,scene_id,label
blackhat-2015-full-transcript-txt.json,9,neutral
blackhat-2015-full-transcript-txt.json,10,neutral
blackhat-2015-full-transcript-txt.json,11,neutral
blackhat-2015-full-transcript-txt.json,12,curiosity
blackhat-2015-full-transcript-txt.json,13,neutral
blade-runner-1982-full-transcript-txt.json,1,curiosity
blade-runner-1982-full-transcript-txt.json,2,neutral
blade-runner-1982-full-transcript-txt.json,3,neutral
blade-runner-1982-full-transcript-txt.json,4,neutral
blade-runner-1982-full-transcript-txt.json,5,curiosity
blade-runner-1982-full-transcript-txt.json,6,curiosity
blade-runner-1982-full-transcript-txt.json,7,curiosity
blade-runner-1982-full-transcript-txt.json,8,caring
blade-runner-1982-full-transcript-txt.json,9,curiosity
blade-runner-1982-full-transcript-txt.json,10,neutral
blade-runner-1982-full-transcript-txt.json,11,curiosity
blade-runner-2049-2017-full-transcript-txt.json,1,neutral
blade-runner-2049-2017-full-transcript-txt.json,2,gratitude
blade-runner-2049-2017-full-transcript-txt.json,3,neutral
blade-runner-2049-2017-full-transcript-txt.json,4,gratitude
blade-runner-2049-2017-full-transcript-txt.json,5,curiosity
blade-runner-2049-2017-full-transcript-txt.json,6,curiosity
blade-runner-2049-2017-full-transcript-txt.json,7,curiosity
blade-runner-2049-2017-full-transcript-txt.json,8,admiration
blade-runner-2049-2017-full-transcript-txt.json,9,admiration
blade-runner-2049-2017-full-transcript-txt.json,10,curiosity
blade-runner-2049-2017-full-transcript-txt.json,11,neutral
blade-runner-2049-2017-full-transcript-txt.json,12,caring
blade-runner-2049-2017-full-transcript-txt.json,13,curiosity
blue-velvet-1986-full-transcript-txt.json,1,neutral
blue-velvet-1986-full-transcript-txt.json,2,curiosity
blue-velvet-1986-full-transcript-txt.json,3,curiosity
blue-velvet-1986-full-transcript-txt.json,4,curiosity
blue-velvet-1986-full-transcript-txt.json,5,curiosity
blue-velvet-1986-full-transcript-txt.json,6,curiosity
blue-velvet-1986-full-transcript-txt.json,7,curiosity
blue-velvet-1986-full-transcript-txt.json,8,curiosity
blue-velvet-1986-full-transcript-txt.json,9,gratitude
blue-velvet-1986-full-transcript-txt.json,10,anger
blue-velvet-1986-full-transcript-txt.json,11,love
blue-velvet-1986-full-transcript-txt.json,12,gratitude
blue-velvet-1986-full-transcript-txt.json,13,caring
blue-velvet-1986-full-transcript-txt.json,14,anger
burning-2018-full-transcript-txt.json,1,curiosity
burning-2018-full-transcript-txt.json,2,curiosity
burning-2018-full-transcript-txt.json,3,curiosity
burning-2018-full-transcript-txt.json,4,sadness
burning-2018-full-transcript-txt.json,5,gratitude
burning-2018-full-transcript-txt.json,6,curiosity
burning-2018-full-transcript-txt.json,7,admiration
burning-2018-full-transcript-txt.json,8,joy
burning-2018-full-transcript-txt.json,9,curiosity
burning-2018-full-transcript-txt.json,10,curiosity
burning-2018-full-transcript-txt.json,11,curiosity
burning-2018-full-transcript-txt.json,12,curiosity
burning-2018-full-transcript-txt.json,13,neutral
burning-2018-full-transcript-txt.json,14,curiosity
burning-2021-full-transcript-txt.json,1,realization
burning-2021-full-transcript-txt.json,2,realization
burning-2021-full-transcript-txt.json,3,neutral
burning-2021-full-transcript-txt.json,4,neutral
burning-2021-full-transcript-txt.json,5,realization
burning-2021-full-transcript-txt.json,6,curiosity
burning-2021-full-transcript-txt.json,7,neutral
burning-2021-full-transcript-txt.json,8,sadness
burning-2021-full-transcript-txt.json,9,fear
burning-2021-full-transcript-txt.json,10,fear
burning-2021-full-transcript-txt.json,11,fear
burning-2021-full-transcript-txt.json,12,neutral
burning-2021-full-transcript-txt.json,13,neutral
burning-2021-full-transcript-txt.json,14,realization
burning-2021-full-transcript-txt.json,15,neutral
burning-2021-full-transcript-txt.json,16,neutral
burning-2021-full-transcript-txt.json,17,gratitude
burning-2021-full-transcript-txt.json,18,surprise
burning-2021-full-transcript-txt.json,19,gratitude
burning-2021-full-transcript-txt.json,20,realization
burning-2021-full-transcript-txt.json,21,realization
burning-2021-full-transcript-txt.json,22,neutral
burning-2021-full-transcript-txt.json,23,neutral
burning-2021-full-transcript-txt.json,24,anger
burning-2021-full-transcript-txt.json,25,optimism
cape-fear-1991-full-transcript-txt.json,1,curiosity
cape-fear-1991-full-transcript-txt.json,2,curiosity
cape-fear-1991-full-transcript-txt.json,3,curiosity
cape-fear-1991-full-transcript-txt.json,4,curiosity
cape-fear-1991-full-transcript-txt.json,5,admiration
cape-fear-1991-full-transcript-txt.json,6,curiosity
cape-fear-1991-full-transcript-txt.json,7,neutral
cape-fear-1991-full-transcript-txt.json,8,anger
cape-fear-1991-full-transcript-txt.json,9,curiosity
cape-fear-1991-full-transcript-txt.json,10,gratitude
cape-fear-1991-full-transcript-txt.json,11,curiosity
cape-fear-1991-full-transcript-txt.json,12,anger
cape-fear-1991-full-transcript-txt.json,13,curiosity
cape-fear-1991-full-transcript-txt.json,14,curiosity
cape-fear-1991-full-transcript-txt.json,15,admiration
cape-fear-1991-full-transcript-txt.json,16,curiosity
cape-fear-1991-full-transcript-txt.json,17,gratitude
cape-fear-1991-full-transcript-txt.json,18,curiosity
cape-fear-1991-full-transcript-txt.json,19,love
cape-fear-1991-full-transcript-txt.json,20,curiosity
cape-fear-1991-full-transcript-txt.json,21,annoyance
cape-fear-1991-full-transcript-txt.json,22,curiosity
cape-fear-1991-full-transcript-txt.json,23,curiosity
cape-fear-1991-full-transcript-txt.json,24,fear
cape-fear-1991-full-transcript-txt.json,25,curiosity
cape-fear-1991-full-transcript-txt.json,26,curiosity
cape-fear-1991-full-transcript-txt.json,27,anger
cape-fear-1991-full-transcript-txt.json,28,fear
boogie-nights-1997-full-transcript-txt.json,1,curiosity
boogie-nights-1997-full-transcript-txt.json,2,admiration
boogie-nights-1997-full-transcript-txt.json,3,neutral
boogie-nights-1997-full-transcript-txt.json,4,admiration
boogie-nights-1997-full-transcript-txt.json,5,admiration
boogie-nights-1997-full-transcript-txt.json,6,anger
boogie-nights-1997-full-transcript-txt.json,7,admiration
boogie-nights-1997-full-transcript-txt.json,8,neutral
boogie-nights-1997-full-transcript-txt.json,9,curiosity
boogie-nights-1997-full-transcript-txt.json,10,admiration
boogie-nights-1997-full-transcript-txt.json,11,admiration
boogie-nights-1997-full-transcript-txt.json,12,gratitude
boogie-nights-1997-full-transcript-txt.json,13,admiration
boogie-nights-1997-full-transcript-txt.json,14,admiration
boogie-nights-1997-full-transcript-txt.json,15,admiration
boogie-nights-1997-full-transcript-txt.json,16,admiration
boogie-nights-1997-full-transcript-txt.json,17,admiration
boogie-nights-1997-full-transcript-txt.json,18,admiration
boogie-nights-1997-full-transcript-txt.json,19,neutral
boogie-nights-1997-full-transcript-txt.json,20,curiosity
boogie-nights-1997-full-transcript-txt.json,21,anger
boogie-nights-1997-full-transcript-txt.json,22,admiration
boogie-nights-1997-full-transcript-txt.json,23,admiration
boogie-nights-1997-full-transcript-txt.json,24,admiration
boogie-nights-1997-full-transcript-txt.json,25,anger
boogie-nights-1997-full-transcript-txt.json,26,anger
boogie-nights-1997-full-transcript-txt.json,27,admiration
boogie-nights-1997-full-transcript-txt.json,28,gratitude
boogie-nights-1997-full-transcript-txt.json,29,neutral
boogie-nights-1997-full-transcript-txt.json,30,neutral
boogie-nights-1997-full-transcript-txt.json,31,anger
boogie-nights-1997-full-transcript-txt.json,32,anger
boogie-nights-1997-full-transcript-txt.json,33,curiosity
boogie-nights-1997-full-transcript-txt.json,34,anger
boogie-nights-1997-full-transcript-txt.json,35,neutral
boogie-nights-1997-full-transcript-txt.json,36,anger
children-of-men-2006-full-transcript-txt.json,1,sadness
children-of-men-2006-full-transcript-txt.json,2,curiosity
children-of-men-2006-full-transcript-txt.json,3,anger
children-of-men-2006-full-transcript-txt.json,4,curiosity
children-of-men-2006-full-transcript-txt.json,5,gratitude
children-of-men-2006-full-transcript-txt.json,6,curiosity
children-of-men-2006-full-transcript-txt.json,7,curiosity
children-of-men-2006-full-transcript-txt.json,8,approval
children-of-men-2006-full-transcript-txt.json,9,anger
children-of-men-2006-full-transcript-txt.json,10,anger
children-of-men-2006-full-transcript-txt.json,11,curiosity
children-of-men-2006-full-transcript-txt.json,12,fear
children-of-men-2006-full-transcript-txt.json,13,annoyance
children-of-men-2006-full-transcript-txt.json,14,caring
children-of-men-2006-full-transcript-txt.json,15,caring
children-of-men-2006-full-transcript-txt.json,16,anger
children-of-men-2006-full-transcript-txt.json,17,anger
children-of-men-2006-full-transcript-txt.json,18,caring
chungking-express-1994-full-transcript-txt.json,1,curiosity
chungking-express-1994-full-transcript-txt.json,2,curiosity
chungking-express-1994-full-transcript-txt.json,3,curiosity
chungking-express-1994-full-transcript-txt.json,4,admiration
chungking-express-1994-full-transcript-txt.json,5,gratitude
chungking-express-1994-full-transcript-txt.json,6,caring
chungking-express-1994-full-transcript-txt.json,7,curiosity
chungking-express-1994-full-transcript-txt.json,8,curiosity
chungking-express-1994-full-transcript-txt.json,9,curiosity
chungking-express-1994-full-transcript-txt.json,10,curiosity
chungking-express-1994-full-transcript-txt.json,11,curiosity
chinatown-1974-full-transcript-txt.json,1,fear
chinatown-1974-full-transcript-txt.json,2,curiosity
chinatown-1974-full-transcript-txt.json,3,neutral
chinatown-1974-full-transcript-txt.json,4,curiosity
chinatown-1974-full-transcript-txt.json,5,curiosity
chinatown-1974-full-transcript-txt.json,6,gratitude
chinatown-1974-full-transcript-txt.json,7,curiosity
chinatown-1974-full-transcript-txt.json,8,curiosity
chinatown-1974-full-transcript-txt.json,9,curiosity
chinatown-1974-full-transcript-txt.json,10,curiosity
chinatown-1974-full-transcript-txt.json,11,curiosity
chinatown-1974-full-transcript-txt.json,12,curiosity
chinatown-1974-full-transcript-txt.json,13,gratitude
chinatown-1974-full-transcript-txt.json,14,curiosity
chinatown-1974-full-transcript-txt.json,15,curiosity
chinatown-1974-full-transcript-txt.json,16,curiosity
chinatown-1974-full-transcript-txt.json,17,neutral
chinatown-1974-full-transcript-txt.json,18,curiosity
chinatown-1974-full-transcript-txt.json,19,curiosity
chinatown-1974-full-transcript-txt.json,20,curiosity
chinatown-1974-full-transcript-txt.json,21,anger
chinatown-1974-full-transcript-txt.json,22,approval
crash-1996-full-transcript-txt.json,1,neutral
collateral-2004-full-transcript-txt.json,1,caring
collateral-2004-full-transcript-txt.json,2,neutral
collateral-2004-full-transcript-txt.json,3,gratitude
collateral-2004-full-transcript-txt.json,4,neutral
collateral-2004-full-transcript-txt.json,5,neutral
collateral-2004-full-transcript-txt.json,6,neutral
collateral-2004-full-transcript-txt.json,7,anger
collateral-2004-full-transcript-txt.json,8,neutral
collateral-2004-full-transcript-txt.json,9,admiration
collateral-2004-full-transcript-txt.json,10,neutral
collateral-2004-full-transcript-txt.json,11,admiration
collateral-2004-full-transcript-txt.json,12,curiosity
collateral-2004-full-transcript-txt.json,13,curiosity
collateral-2004-full-transcript-txt.json,14,neutral
collateral-2004-full-transcript-txt.json,15,gratitude
collateral-2004-full-transcript-txt.json,16,neutral
collateral-2004-full-transcript-txt.json,17,anger
collateral-2004-full-transcript-txt.json,18,annoyance
collateral-2004-full-transcript-txt.json,19,anger
collateral-2004-full-transcript-txt.json,20,fear
city-of-god-2002-full-transcript-txt.json,1,anger
city-of-god-2002-full-transcript-txt.json,2,anger
city-of-god-2002-full-transcript-txt.json,3,anger
city-of-god-2002-full-transcript-txt.json,4,anger
city-of-god-2002-full-transcript-txt.json,5,anger
city-of-god-2002-full-transcript-txt.json,6,anger
city-of-god-2002-full-transcript-txt.json,7,curiosity
city-of-god-2002-full-transcript-txt.json,8,neutral
city-of-god-2002-full-transcript-txt.json,9,neutral
city-of-god-2002-full-transcript-txt.json,10,gratitude
city-of-god-2002-full-transcript-txt.json,11,admiration
city-of-god-2002-full-transcript-txt.json,12,neutral
city-of-god-2002-full-transcript-txt.json,13,gratitude
city-of-god-2002-full-transcript-txt.json,14,admiration
city-of-god-2002-full-transcript-txt.json,15,anger
city-of-god-2002-full-transcript-txt.json,16,anger
city-of-god-2002-full-transcript-txt.json,17,anger
city-of-god-2002-full-transcript-txt.json,18,admiration
city-of-god-2002-full-transcript-txt.json,19,anger
city-of-god-2002-full-transcript-txt.json,20,admiration
city-of-god-2002-full-transcript-txt.json,21,anger
city-of-god-2002-full-transcript-txt.json,22,anger
city-of-god-2002-full-transcript-txt.json,23,neutral
casino-1995-full-transcript-txt.json,1,neutral
casino-1995-full-transcript-txt.json,2,neutral
casino-1995-full-transcript-txt.json,3,neutral
casino-1995-full-transcript-txt.json,4,neutral
casino-1995-full-transcript-txt.json,5,neutral
casino-1995-full-transcript-txt.json,6,neutral
casino-1995-full-transcript-txt.json,7,gratitude
casino-1995-full-transcript-txt.json,8,love
casino-1995-full-transcript-txt.json,9,gratitude
casino-1995-full-transcript-txt.json,10,admiration
casino-1995-full-transcript-txt.json,11,caring
casino-1995-full-transcript-txt.json,12,neutral
casino-1995-full-transcript-txt.json,13,curiosity
casino-1995-full-transcript-txt.json,14,caring
casino-1995-full-transcript-txt.json,15,admiration
casino-1995-full-transcript-txt.json,16,neutral
casino-1995-full-transcript-txt.json,17,anger
casino-1995-full-transcript-txt.json,18,neutral
casino-1995-full-transcript-txt.json,19,admiration
casino-1995-full-transcript-txt.json,20,anger
casino-1995-full-transcript-txt.json,21,neutral
casino-1995-full-transcript-txt.json,22,neutral
casino-1995-full-transcript-txt.json,23,anger
casino-1995-full-transcript-txt.json,24,anger
casino-1995-full-transcript-txt.json,25,curiosity
casino-1995-full-transcript-txt.json,26,curiosity
casino-1995-full-transcript-txt.json,27,anger
casino-1995-full-transcript-txt.json,28,gratitude
casino-1995-full-transcript-txt.json,29,gratitude
casino-1995-full-transcript-txt.json,30,annoyance
casino-1995-full-transcript-txt.json,31,neutral
casino-1995-full-transcript-txt.json,32,gratitude
casino-1995-full-transcript-txt.json,33,anger
casino-1995-full-transcript-txt.json,34,anger
casino-1995-full-transcript-txt.json,35,anger
casino-1995-full-transcript-txt.json,36,anger
casino-1995-full-transcript-txt.json,37,neutral
casino-1995-full-transcript-txt.json,38,anger
casino-1995-full-transcript-txt.json,39,anger
casino-1995-full-transcript-txt.json,40,anger
casino-1995-full-transcript-txt.json,41,anger
casino-1995-full-transcript-txt.json,42,neutral
casino-1995-full-transcript-txt.json,43,anger
casino-1995-full-transcript-txt.json,44,curiosity
casino-1995-full-transcript-txt.json,45,anger
casino-1995-full-transcript-txt.json,46,anger
casino-1995-full-transcript-txt.json,47,caring
casino-1995-full-transcript-txt.json,48,optimism
casino-1995-full-transcript-txt.json,49,gratitude
casino-1995-full-transcript-txt.json,50,curiosity
casino-1995-full-transcript-txt.json,51,curiosity
casino-1995-full-transcript-txt.json,52,anger
casino-1995-full-transcript-txt.json,53,anger
casino-1995-full-transcript-txt.json,54,caring
casino-1995-full-transcript-txt.json,55,neutral
casino-1995-full-transcript-txt.json,56,gratitude
casino-1995-full-transcript-txt.json,57,anger
casino-1995-full-transcript-txt.json,58,neutral
crash-1976-full-transcript-txt.json,1,curiosity
crash-1976-full-transcript-txt.json,2,neutral
crash-1976-full-transcript-txt.json,3,curiosity
crash-1976-full-transcript-txt.json,4,gratitude
crash-1976-full-transcript-txt.json,5,curiosity
crash-1976-full-transcript-txt.json,6,curiosity
crash-1976-full-transcript-txt.json,7,admiration
crash-1976-full-transcript-txt.json,8,fear
crash-1976-full-transcript-txt.json,9,curiosity
crash-1976-full-transcript-txt.json,10,anger
crash-2004-full-transcript-txt.json,1,anger
crash-2004-full-transcript-txt.json,2,fear
crash-2004-full-transcript-txt.json,3,neutral
crash-2004-full-transcript-txt.json,4,admiration
crash-2004-full-transcript-txt.json,5,anger
crash-2004-full-transcript-txt.json,6,anger
crash-2004-full-transcript-txt.json,7,neutral
crash-2004-full-transcript-txt.json,8,anger
crash-2004-full-transcript-txt.json,9,anger
crash-2004-full-transcript-txt.json,10,annoyance
crash-2004-full-transcript-txt.json,11,curiosity
crash-2004-full-transcript-txt.json,12,curiosity
crash-2004-full-transcript-txt.json,13,gratitude
crash-2004-full-transcript-txt.json,14,fear
crash-2004-full-transcript-txt.json,15,gratitude
crash-2004-full-transcript-txt.json,16,neutral
crash-2004-full-transcript-txt.json,17,neutral
crash-2004-full-transcript-txt.json,18,anger
crash-2004-full-transcript-txt.json,19,anger
crash-2004-full-transcript-txt.json,20,anger
crash-2004-full-transcript-txt.json,21,curiosity
crash-2004-full-transcript-txt.json,22,neutral
dogtooth-2009-full-transcript-txt.json,1,curiosity
dogtooth-2009-full-transcript-txt.json,2,curiosity
dogtooth-2009-full-transcript-txt.json,3,curiosity
dogtooth-2009-full-transcript-txt.json,4,curiosity
dogtooth-2009-full-transcript-txt.json,5,caring
dogtooth-2009-full-transcript-txt.json,6,curiosity
dogtooth-2009-full-transcript-txt.json,7,gratitude
dogtooth-2009-full-transcript-txt.json,8,caring
drive-1997-full-transcript-txt.json,1,caring
drive-1997-full-transcript-txt.json,2,anger
drive-1997-full-transcript-txt.json,3,anger
drive-1997-full-transcript-txt.json,4,anger
drive-1997-full-transcript-txt.json,5,annoyance
drive-1997-full-transcript-txt.json,6,anger
drive-1997-full-transcript-txt.json,7,anger
drive-1997-full-transcript-txt.json,8,optimism
