source_file,title,year,scene_id,json_path
a-belfast-story-2013-full-transcript-txt.json,A Belfast Story,2013,13,processed3_transcripts333/a-belfast-story-2013-full-transcript-txt.json
a-belfast-story-2013-full-transcript-txt.json,A Belfast Story,2013,14,processed3_transcripts333/a-belfast-story-2013-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,1,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,2,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,3,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,4,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,5,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,6,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,7,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,8,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,9,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,10,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,11,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,12,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,13,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,14,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,15,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,16,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,17,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,18,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,19,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,20,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,21,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,22,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,23,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,24,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,25,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
a-clockwork-orange-1971-full-transcript-txt.json,A Clockwork Orange,1971,26,processed3_transcripts333/a-clockwork-orange-1971-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,1,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,2,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,3,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,4,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,5,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,6,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,7,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,8,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,9,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,10,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,11,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,12,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,13,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,14,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,15,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,16,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,17,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,18,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,19,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,20,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,21,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,22,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,23,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,24,processed3_transcripts333/about-time-2013-full-transcript-txt.json
about-time-2013-full-transcript-txt.json,About Time,2013,25,processed3_transcripts333/about-time-2013-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,3,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,4,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,5,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,6,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,7,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,9,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,10,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,11,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,12,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,13,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,14,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,15,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,16,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,17,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,19,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,20,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,21,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,22,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,23,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,24,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,25,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,26,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,27,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,28,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,29,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,30,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,31,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,32,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,33,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,34,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,35,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,36,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,38,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,40,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,41,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,43,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,44,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,45,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
american-history-x-1998-full-transcript-txt.json,American History X,1998,46,processed3_transcripts333/american-history-x-1998-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,1,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,2,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,3,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,4,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,5,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,6,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,7,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,8,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,9,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,10,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,11,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,12,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,13,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,14,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,15,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,16,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,17,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,18,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,19,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,20,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,21,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,22,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,23,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,24,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,25,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,26,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,27,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,28,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,29,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,30,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,31,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,32,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,33,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,34,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
anchorman-2-the-legend-continues-2013-full-transcript-txt.json,Anchorman 2 The Legend Continues,2013,35,processed3_transcripts333/anchorman-2-the-legend-continues-2013-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,1,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,11,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,13,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,14,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,16,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,18,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,21,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,22,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,25,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,30,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,32,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,64,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,65,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,67,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,69,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,70,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,71,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,72,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,75,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,77,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,80,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,82,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,87,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,88,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,93,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,95,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,96,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,100,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,113,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,115,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,116,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,117,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,118,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,120,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,121,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,122,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,123,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,128,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,129,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,131,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,132,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,134,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,136,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,139,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,140,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
antichrist-2009-full-transcript-txt.json,Antichrist,2009,142,processed3_transcripts333/antichrist-2009-full-transcript-txt.json
